embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,hospital,task,avg_rank
64,4,4,4,749442,1476395264,0.8303168032897763,0.046303445165416984,0.650981303085461,0.3022574249023251,MIMIC-IV,next_diag_6m_pheno,1.0
64,4,2,8,683394,1409286400,0.8263398533668804,0.0001511715797430083,0.6129348014059228,0.28581636923954334,MIMIC-IV,next_diag_6m_pheno,2.0
