embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,4,4,1955425,1342177792,0.8213053263315829,0.6928037142120196,0.8613886890608629,0.745642214583193,1,MIMIC-III,death,1.0
128,4,2,4,1692257,1073742336,0.8094523630907727,0.6249261665682221,0.8521524750318487,0.7202754382489369,2,MIMIC-III,death,2.0
