embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,1,1,1562737,939524608,0.7799038639304862,0.0015524506542470614,0.5721768813414506,0.2682189355986697,1,MIMIC-III,next_diag_6m_pheno,1.5
128,4,2,4,1694321,1073742336,0.7804122758365687,0.009194053208137716,0.5499114645054299,0.26129985945313505,2,MIMIC-III,next_diag_6m_pheno,1.5
