niche_x,niche_y,embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,fitness_neg_auprc
0.8689669497932808,0.862934945531048,128,4,4,4,1894002,1342177792,0.9452481349335063,0.656910569105691,0.9512114378906504,0.7579910094526141,-0.7579910094526141
