embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,operator,prompt_idx,temperature,iteration,hospital,task,avg_rank,test_accuracy,test_f1,test_auroc,test_auprc
128,4,4,4,1894002,1342177792,0.9452481349335063,0.656910569105691,0.9512114378906504,0.7579910094526141,init/cold,10,0.7,1,MIMIC-IV,death,1.0,0.9417387934375404,0.6275805119735756,0.9436986682405983,0.7264195371038885
