arch_idx,traditional_accuracy,traditional_f1,traditional_auroc,traditional_auprc
0,0.8073518379594898,0.15079365079365079,0.6902941166839769,0.32627783126302845
1,0.8142535633908478,0.0,0.6937981813543423,0.3149472977583549
2,0.8142535633908478,0.0,0.6825780300912716,0.3082818578947335
