arch_idx,traditional_accuracy,traditional_f1,traditional_auroc,traditional_auprc
0,0.8382595648912228,0.6681034482758621,0.897913240845307,0.7903351948803898
1,0.7512378094523631,0.35536547433903576,0.7449347200104346,0.5474600065839177
2,0.7642910727681921,0.5098283931357255,0.7432592701533682,0.5636298578786209
