embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank,test_accuracy,test_f1,test_auroc,test_auprc
128,4,2,1,1694321,1073742336,0.7800425217230541,0.0015618027666220438,0.5733903485937404,0.26883843787913964,1,MIMIC-III,next_diag_6m_pheno,1.5,0.7787029327412341,0.00167986561075114,0.5792882137801205,0.2814193431616441
