embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,2,1,1694321,1073742336,0.7800425217230541,0.0015618027666220438,0.5733903485937404,0.26883843787913964,1,MIMIC-III,next_diag_6m_pheno,1.5
128,4,2,2,1694321,1073742336,0.7804122758365687,0.008531746031746033,0.5538164790132669,0.2629774292302298,2,MIMIC-III,next_diag_6m_pheno,1.5
