embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,2,4,8,1558881,671089152,0.8439609902475619,0.6859903381642513,0.888885265735043,0.7856707401525417,2,MIMIC-III,death,1.0
128,2,4,8,1558881,671089152,0.8061515378844711,0.6750503018108652,0.8557817660568011,0.7293698522357894,1,MIMIC-III,death,2.0
