embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,2,4,8,1558881,671089152,0.8076519129782446,0.11218836565096953,0.6982706732001454,0.32571930927250803,2,MIMIC-III,readmission,1.25
128,2,4,8,1558881,671089152,0.8030007501875469,0.13103904698874919,0.696550306565658,0.3253831415566117,1,MIMIC-III,readmission,1.75
