niche_x,niche_y,embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,fitness_neg_auprc
0.8689669497932808,0.862934945531048,128,4,4,4,1955425,1342177792,0.822205551387847,0.6934023285899095,0.8615318221232582,0.7458233151389356,-0.7458233151389356
