niche_x,niche_y,embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,fitness_neg_auprc
0.7353013363227919,0.7470766840984592,64,4,4,4,749442,1476395264,0.8447636826015205,0.18913539971867477,0.6906425865958271,0.35015799477924764,-0.35015799477924764
