embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,2,4,8,1558881,671089152,0.7377344336084021,0.7159571010724732,0.8246947697322511,0.8351570921253395,1,MIMIC-III,stay,1.5
128,2,4,8,1558881,671089152,0.7444861215303826,0.7288648304410126,0.8230666648657652,0.8347972893351847,2,MIMIC-III,stay,1.5
