embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,hospital,task,avg_rank
64,4,2,4,683394,1409286400,0.8460758055352651,0.20144668106059088,0.6935331811750625,0.3541752363202042,MIMIC-IV,next_diag_6m_pheno,1.5
64,2,2,4,616450,704643328,0.8432215999783568,0.24214369168772976,0.692478647450009,0.347077295069953,MIMIC-IV,next_diag_6m_pheno,2.0
64,4,4,4,749442,1476395264,0.8465763060357655,0.1659549662151328,0.683988605866325,0.34587892423284133,MIMIC-IV,next_diag_6m_pheno,3.25
64,4,2,2,683394,1409286400,0.8414766117468822,0.16784407645844915,0.686534769494511,0.3463214541723464,MIMIC-IV,next_diag_6m_pheno,3.25
