embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
64,8,4,8,949378,2952790272,0.8425858290723156,0.17195766717519276,0.6841639134950899,0.3444957552197222,1,MIMIC-IV,next_diag_6m_pheno,1.5
64,4,8,8,881538,1610612992,0.8375267159050943,0.22907466385882236,0.6931647355683137,0.3436193823346392,4,MIMIC-IV,next_diag_6m_pheno,1.5
