embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank,test_accuracy,test_f1,test_auroc,test_auprc
128,4,1,1,1562737,939524608,0.7749692212988611,0.03199990435529698,0.5806847975207678,0.29009431861948554,1,MIMIC-III,next_diag_12m_pheno,1.0,0.784049580642767,0.03275900458313872,0.5799130147600301,0.27763100437845245
