embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,1,1,1562737,939524608,0.7749692212988611,0.03199990435529698,0.5806847975207678,0.29009431861948554,1,MIMIC-III,next_diag_12m_pheno,1.0
128,4,2,2,1694321,1073742336,0.773545706371191,0.024569389597287106,0.5690667921821573,0.2823684476772328,2,MIMIC-III,next_diag_12m_pheno,2.0
