embed_dim,depth,mlp_ratio,num_heads
-2.098886,-0.13298798,-0.0824659,0.09786494
0.2309718,0.032820363,0.2495988,0.27014923
1.524555,-0.23391595,-0.14520195,0.13836065
0.4370973,0.13720615,0.40843233,0.29779616
-1.0197594,0.0050579584,0.601121,-0.053867754
-0.27415493,-0.0776837,-0.94040257,-0.54796284
-1.3864578,0.081416816,-0.115099356,-0.17263265
2.1837647,0.52178067,-0.21842904,-0.20564742
-0.08081767,0.023047578,0.36061418,-0.27029154
-0.033918474,-0.04526735,-0.75661105,0.36753446
