niche_x,niche_y,embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,fitness_neg_auprc
0.8689669497932807,0.862934945531048,128,4,4,4,1957489,1342177792,0.7744690674053554,0.029503322878723624,0.5757328000501554,0.2858525163000851,-0.2858525163000851
