niche_x,niche_y,embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,fitness_neg_auprc
0.8689669497932808,0.862934945531048,128,4,4,4,1955425,1342177792,0.813503375843961,0.03117692907248636,0.6980363246890062,0.32500908880340684,-0.32500908880340684
