embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,2,4,1692257,1073742336,0.7377344336084021,0.7440702781844802,0.8213046179612896,0.8323517764703117,2,MIMIC-III,stay,1.0
64,2,2,2,646241,369099008,0.7324831207801951,0.7400495699081499,0.8131957444701072,0.8227046004180945,1,MIMIC-III,stay,2.0
