task,importance_rank,mean_abs_shap_embed_dim,mean_abs_shap_depth,mean_abs_shap_mlp_ratio,mean_abs_shap_num_heads
stay,"mlp_ratio,depth,embed_dim,num_heads",0.23599655999999997,0.5149605052,0.556373778,0.18454201600000003
