embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,4,4,1894002,1342177792,0.9440588171694237,0.6930018609934508,0.9542431654833217,0.7779100650916844,1,MIMIC-IV,death,1.5
128,2,2,4,1365874,536871424,0.9431506108768515,0.6980619958200336,0.9547160734950798,0.7715695449856096,2,MIMIC-IV,death,1.5
