embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,2,2,4,1427297,536871424,0.7290322580645161,0.7446988973706531,0.8135541238389814,0.822978862512004,2,MIMIC-III,stay,1.0
64,4,2,4,713185,738197760,0.7170292573143285,0.7349634626194491,0.797896862379621,0.8025135317866307,1,MIMIC-III,stay,2.0
