arch_idx,traditional_accuracy,traditional_f1,traditional_auroc,traditional_auprc
0,0.7973285265298576,0.15931074096635012,0.6649110936693405,0.36790349033335623
1,0.7800887409872435,0.0,0.5127813205021595,0.24036308196670944
2,0.7800887409872435,0.0,0.520445279012922,0.23493926465795426
