arch_idx,traditional_accuracy,traditional_f1,traditional_auroc,traditional_auprc
0,0.9481673694453454,0.6795026073004412,0.9577070110881875,0.777581003445705
1,0.9294193966915342,0.4267650158061117,0.784177519015033,0.5271322529737811
2,0.91268245215699,0.3797235023041475,0.8504518404287187,0.43900055124955445
