embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,1,1,1562737,939524608,0.7749692212988611,0.03199990435529698,0.5806845017726062,0.2900943094761954,1,MIMIC-III,next_diag_12m_pheno,1.0
128,4,2,4,1694321,1073742336,0.7727377654662972,0.013478774155013154,0.5593760954446722,0.2768353833917933,2,MIMIC-III,next_diag_12m_pheno,2.0
