arch_idx,traditional_accuracy,traditional_f1,traditional_auroc,traditional_auprc
0,0.7957063711911356,0.2279803356483551,0.6698874248905855,0.390860314446812
1,0.7727377654662972,0.0,0.5271422129963589,0.24979732713922248
2,0.7727377654662972,0.0,0.5196116320398132,0.24474144815410184
