embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,1,2,4,1294817,268435968,0.8036009002250563,0.15928066795118817,0.6959703516760719,0.32762744536611127,1,MIMIC-III,readmission,1.25
128,2,2,4,1427297,536871424,0.813503375843961,0.04604758250191865,0.6931312295103195,0.32391116704502465,2,MIMIC-III,readmission,1.75
