embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,1,2,2,1294817,268435968,0.805701425356339,0.11724608043626449,0.7012660773199759,0.33010095765733105,2,MIMIC-III,readmission,1.25
32,8,8,2,459041,1342177408,0.8142535633908478,0.0,0.6914072907168818,0.31811269384810237,1,MIMIC-III,readmission,1.75
