task,importance_rank,mean_abs_shap_embed_dim,mean_abs_shap_depth,mean_abs_shap_mlp_ratio,mean_abs_shap_num_heads
readmission,"embed_dim,depth,mlp_ratio,num_heads",0.491477726,0.20400647389999998,0.0723257806,0.0175712872
