embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,4,4,1955425,1342177792,0.813503375843961,0.03117692907248636,0.6980363246890063,0.32500908880340684,1,MIMIC-III,readmission,1.5
128,2,2,4,1427297,536871424,0.8069017254313579,0.10934256055363321,0.6983348976412737,0.3237356119744795,2,MIMIC-III,readmission,1.5
