embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
64,2,2,2,646241,369099008,0.8030007501875469,0.6747584840227892,0.8623962215977088,0.7421159795410986,1,MIMIC-III,death,1.5
128,4,2,4,1692257,1073742336,0.7858964741185296,0.4215646534252128,0.8720444214928739,0.755596286561002,2,MIMIC-III,death,1.5
