embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
64,2,2,2,615410,369099008,0.9443831765596281,0.6689106292902457,0.9566979270649375,0.7759093810405163,1,MIMIC-IV,death,1.25
128,2,2,4,1365874,536871424,0.9408800951454213,0.6888124707631738,0.9537086541990476,0.7732607209111513,2,MIMIC-IV,death,1.75
