embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,hospital,task,avg_rank
64,2,2,8,615410,704643328,0.9207265650340577,0.3720452209660843,0.8782504593643263,0.5278424786405067,MIMIC-IV,death,1.0
64,4,4,4,748402,1476395264,0.9108011676938047,0.07282535401213756,0.8567777620283986,0.5075832849204626,MIMIC-IV,death,2.0
