embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
32,8,8,2,459041,1342177408,0.8142535633908478,0.0,0.6914072907168817,0.31811269384810237,1,MIMIC-III,readmission,1.5
32,1,1,4,297313,153092224,0.812603150787697,0.06019563581640331,0.6901849425760564,0.3232051240757656,2,MIMIC-III,readmission,1.5
