embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
64,8,4,4,979169,1610612992,0.8211552888222056,0.6534883720930232,0.85157556172379,0.728585999001107,1,MIMIC-III,death,1.5
128,2,2,4,1427297,536871424,0.8159039759939986,0.5603726262988177,0.8757285589334441,0.7691825351107323,2,MIMIC-III,death,1.5
