embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,operator,prompt_idx,temperature,iteration,hospital,task,avg_rank
128,4,4,4,1955425,1342177792,0.7338334583645911,0.734590065828845,0.812214163188676,0.8194546218108719,init/cold,10,0.7,1,MIMIC-III,stay,1.25
128,8,1,4,1959009,1879048704,0.7308327081770443,0.738255033557047,0.8101601001301151,0.8176581319230571,init/mutation,0,0.7,2,MIMIC-III,stay,1.75
