embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
32,8,8,2,459041,1342177408,0.8112528132033008,0.6173965936739659,0.795077930711841,0.6814430222261735,1,MIMIC-III,death,1.0
32,1,1,4,297313,153092224,0.7818454613653414,0.5994490358126722,0.7890784870508113,0.6356984025024338,2,MIMIC-III,death,2.0
