embed_dim,depth,mlp_ratio,num_heads
-0.14274469,0.30429,-0.12023684,0.484077
-2.0436003,-1.4762275,-0.22453418,0.26975393
4.3788013,-0.66216594,-0.054818507,0.36294645
-1.4455237,0.6800933,-0.52150744,0.56356037
-0.81779593,-1.3749216,-1.2210562,-0.55936736
-1.4741244,0.6262071,-0.34785286,-1.5271705
0.059682004,-0.3666901,0.6646955,-0.33311343
4.749329,-0.7172135,-0.2819063,-0.47484967
-1.1183841,0.8413024,0.57997936,-1.0287883
-1.0875863,0.98068696,0.5469159,1.0846004
