embed_dim,depth,mlp_ratio,num_heads,num_params,flops,val_accuracy,val_f1,val_auroc,val_auprc,iteration,hospital,task,avg_rank
128,4,4,4,1955425,1342177792,0.7309827456864216,0.70210998504735,0.8163147255201227,0.8279046328078881,2,MIMIC-III,stay,1.25
32,1,2,1,299393,155189376,0.7152288072018005,0.7063737623762376,0.7812667540103823,0.7762910711001807,1,MIMIC-III,stay,1.75
