task,importance_rank,mean_abs_shap_embed_dim,mean_abs_shap_depth,mean_abs_shap_mlp_ratio,mean_abs_shap_num_heads
next_diag_12m_pheno,"embed_dim,depth,num_heads,mlp_ratio",1.19243326,0.513194998,0.0341523314,0.24123175
